symbol,name,exchange,status,last_seen,listed_date,delisted_date,pending_since,sector,industry,market_cap,description,price,price_change_pct,last_trade_datetime,shares_outstanding,eps,pe_ratio,weeks52high,weeks52low,website,full_address,phone_number,email,employees,beta,price_to_book,return_on_equity,return_on_assets,currency,open_price,day_high,day_low,total_debt_to_equity,dividend_yield,dividend_amount,ex_dividend_date,dividend_frequency,sedar_party_number,sedar_party_name,tier,company_type,company_type_confidence,primary_commodity,primary_commodity_confidence,adjacent_category,reasoning,filing_type,filing_date,filing_doc_name,filing_url,filing_pdf_path,filing_text_chars,sw_symbol,sedar_only,mda_type,mda_date,mda_doc_name,mda_url,mda_pdf_path,mda_text_chars,mda_company_type,mda_primary_commodity,mda_reasoning,discrepancy,override_type,override_commodity,universe_added_date,universe_notes
FNR,49 North Resources Inc.,TSXV,LISTED,2026-04-02,,,,Finance,Asset Management Services,5818341,"49 North Resources Inc is a resource investment, financial, and managerial advisory company. Principally, it is engaged in the business of investing in a diversified portfolio of common shares and other securities of resource issuers. The company invests in assets mainly involved in the mineral or oil and gas exploration and development, with a view to achieving capital appreciation of the portfolio.",0.035,,2026-04-02T23:47:05-04:00,166238310,,,0.05,0.015,https://fnr.ca,"#602, 224 4th Av. South, Saskatoon, Saskatchewan, CA",+1 306 653-2692,,0,0.484883,1.12,1.65,0.49,CAD,,,,1.04,,,,,000022505,49 North Resources Inc. / 49 North Resources Inc.,2,Mining Investment Company,90,,0,,"49 North Resources Inc. primarily invests in a diversified portfolio of shares and other securities of resource companies, including those engaged in mineral exploration and development. This aligns with the definition of a Mining Investment Company, as their main business is capital allocation into mining assets rather than direct mining operations.",Interim MD&A,2025-11-28,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6073335.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FNR_49_North_Resources_Inc\2025-11-28_FNR_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FONC.P,Florence One Capital Inc.,TSXV,LISTED,2026-04-02,,,,Finance,Diversified Financial Services,561470,Florence One Capital Inc is a capital pool company.,0.035,,2026-04-02T23:47:05-04:00,16042000,,,0.08,0.03,,"234 - 4149 Country Hills Boulevard NW,Suite 122, Calgary, AB, CA",+1 403 613-7310,,0,0.333108,1.58,,,CAD,,,,,,,,,000052119,Florence One Capital Inc. / Florence One Capital Inc.,2,Mining Investment Company,90,,0,,"Florence One Capital Inc. is a Capital Pool Company focused on identifying and evaluating potential acquisition targets, specifically in the mining sector, as indicated by their proposed transaction with Cautivo Mining Inc., a mineral exploration company. While they are not currently engaged in mining activities themselves, their primary business model revolves around investing in mining assets, classifying them as a Mining Investment Company.",Interim MD&A,2025-12-30,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6094807.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FONC_P_Florence_One_Capital_Inc\2025-12-30_FONC_P_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FOR,Fortune Bay Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,44249846,"Fortune Bay Corp. (TSXV:FOR; FWB:5QN; OTCQB:FTBYF) is a Canadian mineral exploration and development company with assets in Canada and Mexico. The Company's primary focus is advancing the Goldfields Gold Project in Saskatchewan, Canada. Fortune Bay also holds the Poma Rosa Gold-Copper Project in Chiapas, Mexico, as well as an optioned uranium project portfolio in the Athabasca Basin of Saskatchewan. Fortune Bay continues to evaluate and advance its portfolio in a disciplined manner while maintai",0.65,-1.515152,2026-04-02T23:47:05-04:00,68076685,,,1.17,0.37,https://www.fortunebaycorp.com,"1969 Upper Water Street,Suite 2001, Halifax, NS, CA",+1 902 334-1919,info@fortunebaycorp.com,0,1.512125,1.85,-6.38,-5.88,CAD,0.64,0.66,0.64,,,,,,000039152,Fortune Bay Corp. / Fortune Bay Corp.,1,Miner,95,Gold,90,,"Fortune Bay Corp. is primarily engaged in the exploration and development of mineral interests, specifically gold and uranium projects. The company has advanced gold projects in Canada and Mexico, along with uranium exploration projects, which clearly categorizes it as a miner.",Interim MD&A,2025-11-28,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6072818.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FOR_Fortune_Bay_Corp\2025-11-28_FOR_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FOXT,Fox Tungsten Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,41702435,"The Fox Tungsten project is one of the highest-grade tungsten resources in the world, located in central British Columbia near roads and power lines. It is a premier, 100%-owned critical minerals deposit, uniquely positioned to solve the West's urgent tungsten supply deficit. The successful 2025 drill program extended mineralization at the RC & BN zones, and an expanded 2026 exploration program planned to grow the resource and enable a PEA. Other projects owned by the Company include the Silverb",0.19,-2.5,2026-04-02T23:47:05-04:00,219486500,,,0.25,0.04,https://www.happycreekminerals.com,"789 West Pender Street,Suite 460, Vancouver, BC, CA",+1 604 512-2959,info@happycreekminerals.com,0,0.699899,2.16,-15.39,-14.86,CAD,0.195,0.195,0.19,,,,,,000023793,FOX TUNGSTEN LTD.,1,Miner,95,Tungsten,90,,"Fox Tungsten Ltd. is engaged in the acquisition and exploration of mineral properties, specifically focusing on tungsten deposits. The filing details their exploration activities, drilling results, and resource estimates, which are characteristic of a mining company. The primary commodity is tungsten, as indicated by their exploration of the Fox property, which contains significant tungsten mineralization.",Interim MD&A,2025-12-19,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6089600.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FOXT_Fox_Tungsten_Ltd\2025-12-19_FOXT_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FPC,Falco Resources Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,131084867,"Falco Resources Ltd. is a Canadian mining company advancing the Horne 5 Project in Québec's historic Noranda mining camp. This project is one of the most advanced undeveloped polymetallic assets in Canada, supported by established infrastructure, robust economics, and a proven technical and executive team.",0.375,-1.315789,2026-04-02T23:47:05-04:00,349559643,,,0.58,0.165,https://www.falcores.com,"1100 Canadiens-de-Montreal,Suite 300, Montreal, QC, CA",+1 514 940-0670,info@falcores.com,502,1.311439,2.06,-5.85,-2.06,CAD,0.36,0.385,0.355,0.19,,,,,000006234,Falcon Oil & Gas Ltd.,1,Miner,95,Diversified,90,,"Falco Resources Ltd. is engaged in exploring, evaluating, and developing mineral properties, specifically focusing on the Horne 5 polymetallic deposit in Quebec. The company is involved in the mining sector, holding significant claims in a historically productive mining region, which aligns it with the definition of a miner. The primary commodities include both base and precious metals, indicating a diversified focus.",Interim MD&A,2026-02-18,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6126982.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FPC_Falco_Resources_Ltd\2026-02-18_FPC_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FPX,FPX Nickel Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,132456007,"FPX Nickel Corp. is focused on the exploration and development of the Decar Nickel District, located in central British Columbia, and other occurrences of the same unique style of naturally occurring nickel-iron alloy mineralization known as awaruite.",0.42,-2.325581,2026-04-02T23:47:05-04:00,315371445,,,0.7,0.215,https://www.fpxnickel.com,"1155 West Pender Street,Suite 320, Vancouver, BC, CA",+1 604 681-8600,jcmitchell@firstpointminerals.com,12,0.550409,1.98,-6.21,-5.73,CAD,0.425,0.44,0.42,0.01,,,,,000004553,FPX Nickel Corp. (formerly First Point Minerals Corp.) / FPX Nickel Corp. (formerly First Point Minerals Corp.),1,Miner,95,Nickel,90,,"FPX Nickel Corp. is primarily engaged in the exploration and development of mineral properties, specifically focusing on nickel deposits. The company has a significant project, the Baptiste Nickel Project, which indicates its active role in the mining sector.",AIF,2025-04-15,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5892787.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FPX_FPX_Nickel_Corp\2025-04-15_FPX_AIF.pdf,15000,,,Interim MD&A,2025-11-25,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6066449.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FPX_FPX_Nickel_Corp\2025-11-25_FPX_Interim_MD&A.pdf,15000,Miner,Nickel,"FPX Nickel Corp. is primarily engaged in the exploration and development of nickel deposits, specifically focusing on awaruite properties. The company has no producing properties yet, but its activities include drilling programs and feasibility studies related to nickel mining, which firmly classifies it as a miner.",,,,,
FRED,Fredonia Mining Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,33959784,"Fredonia holds gold and silver license areas totaling approximately 18,300 ha. in the prolific Deseado Massif geological region in the Province of Santa Cruz, Argentina, including its flagship advanced El Dorado-Monserrat project (approx. 6,200 ha.) located close to AngloGold Ashanti's 300,000 oz./yr Au-Ag Cerro Vanguardia mine, the El Aguila project (approx. 9,100 ha.), and the Petrificados project (approx. 3,000 ha).",0.525,-0.943396,2026-04-02T23:47:05-04:00,64685301,,,0.7,0.165,https://www.fredoniamanagement.com,"82 Richmond St. East, Toronto, Ontario, CA",+1 647 401-9292,,0,-0.856698,-30.09,,-159.89,CAD,0.49,0.55,0.49,,,,,,000033733,Fredonia Mining Inc. / Fredonia Mining Inc.,1,Miner,95,Gold,90,,"Fredonia Mining Inc. is primarily engaged in the exploration and development of mineral properties, specifically focusing on gold and silver mineralization in Argentina. The filing text describes various mineral properties and exploration activities, indicating that the company is actively involved in mining operations.",Interim MD&A,2026-03-02,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6137967.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FRED_Fredonia_Mining_Inc\2026-03-02_FRED_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FRI,Freeport Resources Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,22784722,"Freeport Resources is a Canadian mineral exploration company with a primary focus on advancing the development of its 100%-owned Yandera copper-gold-molybdenum project, located in Madang Province, Papua New Guinea. The Yandera project is one of the largest undeveloped copper-gold deposits in the world covering approximately 245.5 square kilometers.",0.06,-11.538462,2026-04-02T23:47:05-04:00,379745352,,,0.125,0.02,https://www.freeportresources.com,"250 - 750 West Pender Street,Suite 510, Vancouver, BC, CA",+1 604 558-4300,info@freeportresources.com,0,1.218136,19.85,-205.03,-190.2,CAD,0.06,0.06,0.06,,,,,,000006031,Freeport Resources Inc. / Freeport Resources Inc.,1,Miner,95,Copper,90,,"Freeport Resources Inc. is classified as a Miner because it is a junior mineral exploration company focused on the Yandera Copper Project in Papua New Guinea. The company is engaged in exploration activities for copper, which is explicitly mentioned in the filing text, indicating its primary commodity focus.",Interim MD&A,2025-12-29,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6093666.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FRI_Freeport_Resources_Inc\2025-12-29_FRI_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FTJ,Fort St. James Nickel Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,1181172,"Fort St. James Nickel Corp. is a Canadian exploration company focused on advancing its portfolio of prospective mineral projects located in New Brunswick. The Company is committed to responsible exploration, value creation, and the integration of innovative technologies across its operations.",0.045,,2026-04-02T23:47:06-04:00,26248262,,,0.08,0.035,https://fpxnickel.com,"888 Dunsmuir Street,Suite 888, Vancouver, BC, CA",+1 604 488-3900,info@oroandes.com,0,0.695158,-0.58,,-1529.65,CAD,,,,,,,,,000001063,Fort St. James Nickel Corp. / Fort St. James Nickel Corp.,1,Miner,95,Nickel,90,,"Fort St. James Nickel Corp. is a junior mineral exploration company engaged in the acquisition and exploration of mineral properties, specifically focusing on nickel. The filing text describes their activities related to mineral exploration and evaluation, which aligns with the definition of a Miner.",Interim MD&A,2025-12-23,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6092224.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FTJ_Fort_St_James_Nickel_Corp\2025-12-23_FTJ_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FTUR,Future Fuels Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,39955656,"Future Fuels' principal asset is the Hornby Project, covering the entire 3,407 km² Hornby Basin in north-western Nunavut, a geologically promising area with over 40 underexplored uranium showings, including the historic Mountain Lake System. Additionally, Future Fuels holds the Covette Project in Quebec's James Bay region, comprising 65 mineral claims over 3,370 hectares.",0.44,-2.222222,2026-04-02T23:47:06-04:00,90808308,,,1.2,0.23,https://www.futurefuelsinc.com,"789 West Pender Street,Suite 1450, Vancouver, BC, CA",+1 604 681-1568,info@futurefuelsinc.com,0,2.628635,1.86,-49.01,-47.01,CAD,0.44,0.44,0.44,,,,,,000003306,Future Fuels Inc.,1,Miner,95,Uranium,90,,"Future Fuels Inc. is engaged in the exploration of mineral resource properties, specifically focusing on uranium in its Hornby Basin Project. The company is in the exploration stage and has no producing properties, which aligns with the classification of a junior explorer in the mining sector.",Interim MD&A,2025-12-18,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6087987.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FTUR_Future_Fuels_Inc\2025-12-18_FTUR_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FTZ,Fitzroy Minerals Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,115003672,"Fitzroy Minerals is focused on exploring and developing copper-focused mineral assets with substantial upside potential in the Americas. The Company's current property portfolio includes the Buen Retiro Copper Project located near Copiapó, Chile, the Caballos Copper and Polimet Gold-Copper-Silver projects located in Valparaiso, Chile, the Taquetren Gold Project located in Rio Negro, Argentina, and the Caribou Project in British Columbia, Canada.",0.405,-3.571429,2026-04-02T23:47:06-04:00,283959683,,,0.73,0.2,https://www.fitzroyminerals.com,"1055 West Hastings Street,Unit 2250, Vancouver, BC, CA",+1 604 505-4554,mmj@fitzroyminerals.com,0,-0.484842,3.31,-25.96,-25.2,CAD,0.415,0.4225,0.405,,,,,,000005268,Fitzroy Minerals Inc. / Fitzroy Minerals Inc.,1,Miner,95,Copper,90,,"Fitzroy Minerals Inc. is primarily engaged in the acquisition, exploration, and development of mineral properties, specifically focusing on copper and gold projects in the Americas. The company's activities are exploratory in nature, which aligns with the definition of a miner, particularly as they have no revenues from mineral-producing operations yet.",Interim MD&A,2026-03-02,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6137605.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FTZ_Fitzroy_Minerals_Inc\2026-03-02_FTZ_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FUSE,Fuse Battery Metals Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,1693339,Fuse Battery Metals Inc. is a Canadian based exploration company that trades under the symbol FUSE on the TSX Venture Exchange. The Company's focus is on exploration for high value metals required for the manufacturing of batteries.,0.045,,2026-04-02T23:47:06-04:00,37629745,,,0.055,0.025,https://www.fusebatterymetals.com,"3028 Quadra Crt., Coquitlam, British Columbia, CA",+1 236 521-0207,info@fusebatterymetals.com,0,0.038509,,-157.66,-153.3,CAD,,,,,,,,,000014885,Fuse Battery Metals Inc. / Fuse Battery Metals Inc.,1,Miner,95,Cobalt,90,,"Fuse Battery Metals Inc. is engaged in the exploration and development of mineral properties, specifically focusing on energy metals such as cobalt. The company holds interests in resource properties and is classified as a Tier 2 mining issuer, indicating its primary activity is related to mining and exploration.",Interim MD&A,2025-11-20,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6062460.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FUSE_Fuse_Battery_Metals_Inc\2025-11-20_FUSE_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FUU,F3 Uranium Corp.,TSXV,LISTED,2026-04-02,,,,Energy,Other Energy Sources,107411724,"F3 Uranium is a uranium exploration company, focusing on the recently discovered high-grade JR Zone uranium deposit on the Patterson Lake North Property, and the new Tetra Zone uranium discovery 13km to the south on the Broach Property, both part of the Patterson Lake North (PLN) Project in the Western Athabasca Basin. F3 Uranium currently has a total of 3 properties in the Athabasca Basin: Patterson Lake North, Minto, and Broach.The western side of the Athabasca Basin, Saskatchewan, is home to ",0.17,-2.857143,2026-04-02T23:47:06-04:00,631833670,,,0.275,0.115,https://www.fission3corp.com,"700-1620 Dickson Avenue, Kelowna, BC, CA",+1 778 484-8030,ir@fission3corp.com,0,2.682487,1.32,-7.7,-5.89,CAD,0.175,0.18,0.17,0.14,,,,,000035252,F3 Uranium Corp. / F3 Uranium Corp.,2,Miner,95,Uranium,95,,"F3 Uranium Corp. is primarily engaged in the acquisition, evaluation, and development of uranium exploration assets, specifically in Saskatchewan's Athabasca Basin. The company has reported significant drilling results and mineral resource estimates related to uranium, confirming its classification as a miner focused on uranium.",Interim MD&A,2026-02-26,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6134216.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FUU_F3_Uranium_Corp\2026-02-26_FUU_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FWZ,Fireweed Metals Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,960994468,"Fireweed is an exploration company focused on unlocking value in a new critical metals district located in Northern Canada. Fireweed is 100% owner of the Macpass District, a large and highly prospective 985 km2 land package. The Macpass District includes the Macpass zinc-lead-silver project and the Mactung tungsten project. A Lundin Group company, Fireweed is strongly positioned to create meaningful value.",4.53,-1.30719,2026-04-02T23:47:06-04:00,212140059,,,4.75,1.295,https://www.fireweedmetals.com,"800 West Pender Street,Suite 1020, Vancouver, BC, CA",+1 604 646-8360,,0,0.919944,22.51,,,CAD,4.26,4.55,4.26,,,,,,000042438,Fireweed Metals Corp. / Fireweed Metals Corp.,1,Miner,95,Zinc,90,,"Fireweed Metals Corp. is primarily engaged in the exploration and development of mineral resource properties, specifically focusing on zinc, lead, and silver. The company's activities include drilling and resource estimation, which are characteristic of mining companies. Given their significant involvement in mineral exploration and development, they clearly fit the Miner classification.",Interim MD&A,2025-11-17,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6058830.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FWZ_Fireweed_Metals_Corp\2025-11-17_FWZ_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
FYL,Finlay Minerals Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,19538614,"Finlay is a TSXV company focused on exploration for base and precious metal deposits through the advancement of its ATTY, PIL, JJB, SAY and Silver Hope Properties; these properties host copper-gold porphyry and gold-silver epithermal targets within different porphyry districts of northern and central BC. Each property is located in areas of recent development and porphyry discoveries with the advantage of hosting the potential for new discoveries.",0.115,,2026-04-02T23:47:06-04:00,169900985,,,0.16,0.065,https://www.finlayminerals.com,"800 West Pender Street,Suite 615, Vancouver, BC, CA",+1 604 684-3099,,0,0.293454,1.67,-2.24,-1.77,CAD,0.115,0.115,0.115,,,,,,000018019,Finlay Minerals Ltd. / Finlay Minerals Ltd.,1,Miner,95,"Copper, Gold, Silver",90,,"Finlay Minerals Ltd. is focused on exploring copper and gold porphyry, epithermal gold, and mesothermal silver-copper targets, which clearly positions it within the mining sector. The company is engaged in exploration activities for these minerals, indicating it is a junior explorer without current revenue, fitting the definition of a Miner.",Interim MD&A,2025-11-28,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6073642.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\FYL_Finlay_Minerals_Ltd\2025-11-28_FYL_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
GAL,Galantas Gold Corporation,TSXV,LISTED,2026-04-02,,,,Materials,Mining,105538668,"Galantas Gold Corporation is a publicly traded gold company focused on the acquisition, development, and advancement of gold assets in stable mining jurisdictions. The Company is currently advancing the Indiana gold project in Chile toward production. The Company has also entered into a conditional agreement to acquire the Andacollo Oro gold project in Chile, subject to applicable regulatory and shareholder approvals (see News Release dated January 6, 2026). Andacollo Oro is a past-producing gol",0.23,,2026-04-02T23:47:06-04:00,458863772,,,0.25,0.055,https://www.galantas.com,"82 Richmond Street East,Suite 201, Toronto, ON, CA",+1 416 848-7744,info@galantas.com,44,1.586068,7.55,-78.46,-26.37,CAD,,,,0.27,,,,,000003744,Galantas Gold Corporation / Galantas Gold Corporation,1,Miner,95,Gold,90,,"Galantas Gold Corporation is engaged in the exploration and development of gold mining operations, specifically at the Omagh mine in Northern Ireland. The company has a clear focus on gold production and exploration, as indicated by its activities and the description of its business strategy.",Interim MD&A,2025-11-27,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6070901.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\GAL_Galantas_Gold_Corporation\2025-11-27_GAL_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
GAMA,Gamma Resources Ltd.,TSXV,LISTED,2026-04-02,,,,Energy,Other Energy Sources,3605556,"Gamma Resources Ltd. is a U.S.-focused uranium exploration and development company advancing high-quality assets in the Mountain West region. The Company's portfolio includes the Green River Project in Utah, comprising 1,100 acres near prominent regional producers, and the Mesa Arc Project in New Mexico, a strategic land position now totaling 4,520 acres that includes historic uranium resources in the Chama Basin. Management believes the Company is uniquely positioned to benefit from the unprece",0.11,4.761905,2026-04-02T23:47:06-04:00,32777781,,,0.19,0.055,https://gammaresourcesltd.com/,"325 Howe Street,Suite 410, Vancouver, BC, CA",+1 604 681-9558,info@gammaresources.com,0,0.380085,-10.02,,-53.5,CAD,0.11,0.115,0.11,,,,,,000006083,Gamma Resources Ltd. formerly Gabo Mining Ltd. / Gamma Resources Ltd. formerly Gabo Mining Ltd.,2,Miner,95,Uranium,95,,"Gamma Resources Ltd. is focused on advancing uranium assets through exploration work in Utah and New Mexico, which clearly classifies it as a mining company. The company is engaged in the exploration of uranium, a mineral, and has outlined specific projects and initiatives related to uranium mining.",Interim MD&A,2026-02-27,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6136638.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\GAMA_Gamma_Resources_Ltd\2026-02-27_GAMA_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
GBML,Global Battery Metals Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,2228090,"GBML is an international mineral exploration and development company with a focus on lithium, copper and other metals that comprise and support the rapid evolution to battery power. GBML currently maintains economic interests in two battery metal projects: (1) a 100% interest in the Lithium King Property in Utah; and (2) a 55% stake in Peru-based Lara Copper Property, which has over 10,000 metres of drilling. GBML's common shares are listed on the Exchange (TSXV: GBML); Frankfurt Stock Exchange ",0.15,,2026-04-02T23:47:07-04:00,14853927,,,0.2,0.11,https://www.gbml.ca,"1100 - 1199 West Hastings Street, Vancouver, British Columbia, CA",+1 604 649-2350,mm@gbml.ca,1,0.5032,0.44,-23.23,-9.89,CAD,,,,,,,,,000023931,Global Battery Metals Ltd. / Global Battery Metals Ltd.,1,Miner,95,Lithium,90,,"Global Battery Metals Ltd. is primarily engaged in the acquisition and exploration of mineral properties, specifically focusing on lithium and copper projects. The company has significant interests in lithium and copper properties, which aligns with the definition of a miner, particularly in the context of battery metals.",Interim MD&A,2025-12-19,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6089533.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\GBML_Global_Battery_Metals_Ltd\2025-12-19_GBML_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
GBU,Gabriel Resources Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,33266813,"Gabriel is a Canadian resource company listed on the TSX Venture Exchange. The Company's principal business has been the exploration and development of the Ro¿ia Montan¿ gold and silver project in Romania, one of the largest undeveloped gold deposits in Europe. Upon obtaining the License in June 1999, the Group focused substantially all of their management and financial resources on the exploration, feasibility and subsequent development of the Ro¿ia Montan¿ Project. An extension of the exploita",0.12,,2026-04-02T23:47:07-04:00,277223441,,,0.17,0.055,https://www.gabrielresources.com,"c/o RM Gold (Services) Ltd.,25 Southampton Buildings, London, GB",+44 2037099347,info@gabrielresources.com,35,-1.431869,-1.74,,-509.82,CAD,,,,,,,,,000006087,Gabriel Resources Ltd. / Gabriel Resources Ltd.,1,Miner,95,Gold,90,,"Gabriel Resources Ltd. is primarily engaged in the development of the Roia Montan gold and silver project in Romania, which involves mining activities. The company has invested significantly in mineral deposits and is focused on permitting and developing these mining projects, classifying it clearly as a Miner.",Interim MD&A,2025-11-28,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6073472.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\GBU_Gabriel_Resources_Ltd\2025-11-28_GBU_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
